,자동차검사소유형,위치,검사기술인력수,위도,경도,신규검사여부,정기검사여부,튜닝검사여부,임시검사여부,수리검사여부,배출가스정밀검사여부,택시미터검정여부
319,공공,경기도,0,37.52459327,126.765054,Y,Y,Y,Y,Y,Y,Y
320,공공,광주광역시,0,35.21834001,126.82510829999998,Y,Y,Y,Y,Y,Y,Y
321,공공,부산광역시,0,35.08608501,128.9747313,Y,Y,Y,Y,Y,Y,Y
322,공공,서울특별시,0,37.586492299999996,126.8840896,Y,Y,Y,Y,Y,Y,Y
323,공공,경기도,0,37.27062857,126.99615990000001,Y,Y,Y,Y,Y,Y,Y
324,공공,인천광역시,0,37.4985463,126.64856100000002,Y,Y,Y,Y,Y,Y,Y
325,공공,경기도,0,37.4410537,127.1783702,Y,Y,Y,Y,Y,Y,Y
326,공공,서울특별시,0,37.55260324,127.0578565,Y,Y,Y,Y,Y,Y,Y
327,공공,서울특별시,0,37.567338899999996,126.9006703,Y,Y,Y,Y,Y,Y,Y
328,공공,세종특별자치시,0,36.46750007,127.26715130000001,Y,Y,Y,Y,Y,Y,Y
329,민간,충청북도,1,36.173175,127.7876509,Y,Y,Y,Y,Y,Y,Y
330,민간,충청북도,1,36.17175644,127.7937625,N,Y,N,N,N,N,Y
331,민간,충청북도,1,36.18747086,127.790727,Y,Y,Y,Y,Y,Y,Y
332,민간,전라북도,1,35.37059059,127.113607,N,Y,N,N,N,N,N
333,민간,인천광역시,0,37.46562094,126.69587290000001,N,Y,N,Y,N,Y,Y
334,민간,인천광역시,0,37.39766685,126.71253490000002,N,Y,N,Y,N,N,Y
335,민간,인천광역시,0,37.39405489,126.70927490000001,N,Y,N,Y,N,Y,Y
336,민간,인천광역시,0,37.47418043,126.6895385,N,Y,N,Y,N,Y,Y
337,민간,인천광역시,0,37.47668101,126.69202390000001,N,Y,N,Y,N,Y,Y
338,민간,인천광역시,0,37.52056679,126.7053352,N,Y,N,Y,N,Y,Y
339,민간,강원특별자치도,1,37.682691667600004,127.8593396843,N,Y,N,N,N,N,Y
340,민간,강원특별자치도,4,37.6828779154,127.8598435796,N,Y,N,N,N,N,Y
341,민간,강원특별자치도,1,37.6937094799,127.9074682958,N,Y,N,N,N,N,Y
342,민간,강원특별자치도,1,37.70235625,127.8825048217,N,Y,N,N,N,N,Y
343,민간,강원특별자치도,1,37.7045767082,127.8792512749,N,Y,N,N,N,N,Y
344,민간,강원특별자치도,1,37.7188766206,128.1798179052,N,Y,N,N,N,N,N
345,민간,강원특별자치도,1,37.6170714788,127.76636948870001,N,Y,N,N,N,N,N
346,민간,전라북도,2,35.43685142,126.6961067,N,Y,N,N,N,N,Y
347,민간,전라북도,1,35.46153088,126.69707240000001,N,Y,N,N,N,N,Y
348,민간,전라북도,1,35.4297324,126.6892396,N,Y,N,N,N,N,Y
349,민간,강원특별자치도,1,38.24452826,127.44477179999998,N,Y,N,N,N,N,Y
350,민간,강원특별자치도,1,38.18168208,127.32357759999998,Y,Y,N,N,N,N,N
351,민간,강원특별자치도,2,37.16809024,128.9920094,Y,Y,N,N,N,N,N
352,민간,강원특별자치도,1,37.17917939,128.9749736,Y,Y,N,N,N,N,N
353,민간,서울특별시,5,37.47782878,126.89692439999999,N,Y,N,N,N,Y,Y
354,민간,강원특별자치도,1,38.115745,127.713319,N,Y,N,Y,Y,Y,N
355,민간,강원특별자치도,1,38.109489,127.708636,N,Y,N,Y,Y,Y,Y
356,민간,강원특별자치도,1,38.117531,127.700033,N,Y,N,Y,Y,Y,N
357,민간,인천광역시,1,37.95764103,124.663556,Y,Y,N,N,N,N,N
358,민간,전라북도,2,35.78001722,127.40473970000001,N,Y,N,N,Y,Y,N
359,민간,전라북도,5,35.7805012,127.40514509999998,N,Y,N,N,Y,Y,N
360,민간,전라북도,1,35.8990157,127.5548345,N,Y,N,N,Y,Y,N
361,민간,강원특별자치도,1,37.76636694,128.92265279999998,N,Y,N,N,N,N,N
362,민간,강원특별자치도,1,37.76433970000001,128.9385967,N,Y,N,N,N,N,N
363,민간,강원특별자치도,2,37.76533494,128.9212752,N,Y,N,N,N,N,N
364,공공,강원특별자치도,0,37.34348736,127.98434909999999,Y,Y,Y,Y,Y,Y,Y
365,공공,경기도,0,37.71790484,127.0467043,Y,Y,Y,Y,Y,Y,Y
366,공공,대구광역시,0,35.874941899999996,128.5357905,Y,Y,Y,Y,Y,Y,Y
367,공공,전라북도,0,35.954730700000006,127.00495520000001,Y,Y,Y,Y,Y,Y,Y
368,공공,인천광역시,0,37.44118408,126.6376729,Y,Y,Y,Y,Y,Y,Y
369,공공,전라북도,0,35.84901414,127.0928187,Y,Y,Y,Y,Y,Y,Y
370,공공,전라북도,0,35.58358885,126.831227,Y,Y,Y,Y,Y,Y,Y
371,공공,제주특별자치도,0,33.5143462,126.5894928,Y,Y,Y,Y,Y,Y,Y
372,공공,부산광역시,0,35.14567213,128.9946989,Y,Y,Y,Y,Y,Y,Y
373,공공,경상남도,0,35.172732200000006,128.10553810000002,Y,Y,Y,Y,Y,Y,Y
374,공공,경상남도,0,35.22906134,128.648797,Y,Y,Y,Y,Y,Y,Y
375,공공,충청남도,0,36.82568276,127.1063325,Y,Y,Y,Y,Y,Y,Y
376,공공,충청북도,0,36.66122773,127.466392,Y,Y,Y,Y,Y,Y,Y
377,공공,강원특별자치도,0,37.84976428,127.75440640000001,Y,Y,Y,Y,Y,Y,Y
378,공공,충청북도,0,37.00068991,127.9190498,Y,Y,Y,Y,Y,Y,Y
379,민간,강원특별자치도,1,37.76467792,128.9197262,N,Y,N,N,N,N,N
380,민간,강원특별자치도,2,37.76920354,128.934277,N,Y,N,N,N,N,N
381,민간,강원특별자치도,1,37.8771252,128.8221652,N,Y,N,N,N,N,N
382,민간,강원특별자치도,1,37.88795031,128.826865,N,Y,N,N,N,N,N
383,민간,강원특별자치도,2,37.77614132,128.8865402,N,Y,N,N,N,N,N
384,민간,강원특별자치도,1,37.76526508,128.9206869,N,Y,N,N,N,N,Y
385,공공,강원특별자치도,0,37.1869235,128.9616777,Y,Y,Y,Y,Y,N,Y
386,공공,경상북도,0,35.99552941,129.3652649,Y,Y,Y,Y,Y,Y,Y
387,공공,부산광역시,0,35.1840271,129.11974840000002,Y,Y,Y,Y,Y,Y,Y
388,공공,충청남도,0,36.58389087,126.65491670000002,Y,Y,Y,Y,Y,Y,Y
389,민간,충청남도,3,36.2737031381,126.876391,N,Y,N,Y,N,Y,Y
390,민간,충청남도,3,36.2750525442,126.87377569780001,N,Y,N,Y,N,Y,Y
391,민간,충청남도,6,36.2719156207,126.8674767992,N,Y,N,Y,N,Y,Y
392,민간,충청남도,2,36.2478284293,127.00857002299999,N,Y,N,N,N,Y,Y
393,민간,충청남도,2,36.2658181299,126.908371,N,Y,N,N,N,Y,Y
394,민간,전라남도,1,35.280811799999995,126.49666940000002,N,Y,N,N,N,N,N
395,민간,전라남도,1,35.28735476,126.5132368,N,Y,N,N,N,N,N
396,민간,전라남도,1,35.28735377,126.5138875,N,Y,N,N,N,N,N
397,민간,제주특별자치도,0,33.29444969,126.58098340000001,N,Y,N,N,N,N,Y
398,민간,제주특별자치도,0,33.29354767,126.5815068,N,Y,N,N,N,N,Y
399,민간,제주특별자치도,0,33.22827529,126.2606406,N,Y,N,N,N,N,Y
400,민간,제주특별자치도,0,33.2938727,126.58131840000001,N,Y,N,N,N,N,Y
401,민간,제주특별자치도,0,33.27844104,126.30363590000002,N,Y,N,N,N,N,Y
402,민간,제주특별자치도,0,33.318857300000005,126.83109499999999,N,Y,N,N,N,N,Y
403,민간,제주특별자치도,0,33.43862162,126.8765186,N,Y,N,N,N,N,Y
404,민간,제주특별자치도,0,33.27528293,126.6576939,N,Y,N,N,N,N,Y
405,민간,제주특별자치도,0,33.47204402,126.9024955,N,Y,N,N,N,N,Y
406,민간,제주특별자치도,0,33.28400286,126.72359229999999,N,Y,N,N,N,N,Y
407,민간,제주특별자치도,0,33.29015113,126.5792568,N,Y,N,N,N,N,Y
408,민간,제주특별자치도,0,33.29281652,126.58168799999999,N,Y,N,N,N,N,Y
409,민간,제주특별자치도,0,33.28971443,126.3208466,N,Y,N,N,N,N,Y
410,민간,제주특별자치도,0,33.27599336,126.3611564,N,Y,N,N,N,N,Y
411,민간,제주특별자치도,0,33.25343462,126.50933570000001,N,Y,N,N,N,N,Y
412,민간,경기도,1,37.43151111,127.1677578,N,Y,N,N,N,Y,Y
413,민간,경기도,4,37.34623627,127.0993968,N,Y,N,N,N,Y,Y
414,민간,경기도,4,37.42914391,127.1364201,N,Y,N,N,N,Y,Y
415,민간,경기도,5,37.75525416,127.02009709999999,N,Y,N,Y,N,Y,Y
416,민간,경기도,3,37.75632294,127.02224299999999,N,Y,N,Y,N,Y,Y
417,민간,경기도,5,37.75617627,127.0794626,N,Y,N,Y,Y,Y,Y
418,민간,충청남도,2,36.58388952,126.6549007,Y,Y,Y,Y,Y,Y,N
419,민간,충청남도,2,36.61184663,126.71311580000001,Y,Y,Y,Y,Y,Y,N
420,민간,충청남도,2,36.49276307,126.61865120000002,Y,Y,Y,Y,Y,Y,N
421,민간,충청남도,2,36.65123434,126.6900237,Y,Y,Y,Y,Y,Y,N
422,민간,전라북도,1,35.40603515,127.1402456,N,Y,N,N,N,N,N
423,민간,인천광역시,0,37.48523552,126.6448882,N,Y,N,Y,N,Y,Y
424,민간,인천광역시,0,37.48456097,126.6595316,N,Y,N,Y,N,Y,Y
425,민간,인천광역시,0,37.48850054,126.64894679999999,N,Y,N,Y,N,Y,Y
426,민간,인천광역시,0,37.48096038,126.66327279999999,N,Y,N,Y,N,Y,Y
427,민간,인천광역시,0,37.49027644,126.65016809999999,N,Y,N,Y,N,Y,Y
428,민간,인천광역시,0,37.44109275,126.6354501,N,Y,N,Y,N,Y,Y
429,민간,인천광역시,0,37.44042637,126.63806149999999,N,Y,N,Y,N,Y,Y
430,민간,인천광역시,0,37.46046085,126.6732505,N,Y,N,Y,N,Y,Y
431,민간,인천광역시,0,37.46495129,126.69083229999998,N,Y,N,Y,N,Y,Y
432,민간,인천광역시,0,37.47091487,126.6672733,N,Y,N,Y,N,Y,Y
433,민간,인천광역시,0,37.44260722,126.652731,N,Y,N,Y,N,Y,Y
434,민간,인천광역시,0,37.43723698,126.6469702,N,Y,N,Y,N,Y,Y
435,민간,인천광역시,0,37.39842752,126.6602956,N,Y,N,Y,N,Y,N
436,민간,인천광역시,0,37.3994771,126.71087759999999,N,Y,N,Y,N,Y,Y
437,민간,인천광역시,0,37.39805444,126.7105317,N,Y,N,Y,N,Y,Y
438,민간,인천광역시,0,37.47157007,126.68620729999999,N,Y,N,Y,N,Y,Y
439,민간,인천광역시,0,37.40771395,126.69242369999999,N,Y,N,Y,N,Y,Y
440,민간,경상남도,1,34.89210255,128.6930095,N,Y,N,N,N,N,Y
441,민간,경상남도,1,34.91405512,128.67046489999998,N,Y,N,N,N,N,Y
442,민간,경상남도,1,34.8749714,128.6880087,N,Y,N,N,N,N,Y
443,민간,경상남도,1,34.88870253,128.60114779999998,N,Y,N,N,N,N,Y
444,민간,경상남도,1,34.88781858,128.62444409999998,N,Y,N,N,N,N,Y
445,민간,경상남도,1,34.90396675,128.6238772,N,Y,N,N,N,N,Y
446,민간,경상남도,1,34.91738256,128.6559467,N,Y,N,N,N,N,Y
447,민간,전라북도,3,35.93886902,126.9726221,N,Y,N,N,N,Y,Y
448,민간,전라북도,1,35.931044,126.94509440000002,N,Y,N,N,N,N,Y
449,민간,전라북도,1,35.377925700000006,127.1569688,N,Y,N,N,N,N,N
450,민간,전라북도,1,35.3917016,127.1390045,N,Y,N,N,N,N,N
451,민간,강원특별자치도,3,37.319745000000005,127.96566399999999,N,Y,N,N,N,N,Y
452,민간,강원특별자치도,3,37.354409999999994,127.95206200000001,N,Y,N,N,N,N,N
453,민간,강원특별자치도,1,37.355996000000005,127.94998600000001,N,Y,N,N,N,N,Y
454,민간,강원특별자치도,2,37.379037,127.941988,N,Y,N,N,N,N,N
455,민간,경상북도,0,35.98868111,129.3589329,N,Y,N,Y,Y,Y,N
456,민간,경상북도,0,36.06392381,129.3525847,N,Y,N,Y,Y,Y,Y
457,민간,경상북도,0,36.06063727,129.3539353,N,Y,N,Y,Y,Y,N
458,민간,경상북도,0,36.06156068,129.35371429999998,N,Y,N,N,N,Y,Y
459,민간,경상북도,0,36.072847499999995,129.3719124,N,Y,N,N,N,Y,N
460,민간,경상북도,0,35.96339699,129.4215463,N,Y,N,N,N,Y,Y
461,민간,경상북도,0,36.01226618,129.3482603,N,Y,N,N,N,Y,Y
462,민간,경상북도,0,36.17957799,129.3402179,N,Y,N,Y,Y,Y,N
463,민간,경상북도,0,36.04556307,129.3196715,N,Y,N,N,Y,N,N
464,공공,대구광역시,0,35.83430845,128.6990104,Y,Y,Y,Y,Y,Y,Y
465,공공,경기도,0,37.25691567,127.06022390000001,Y,Y,Y,Y,Y,Y,Y
466,공공,전라남도,0,34.964913700000004,127.5495402,Y,Y,Y,Y,Y,Y,Y
467,공공,대전광역시,0,36.4470167,127.40511629999999,Y,Y,Y,Y,Y,Y,Y
468,공공,경상북도,0,36.548134000000005,128.7028338,Y,Y,Y,Y,Y,Y,Y
469,공공,경기도,0,37.33739152,126.84921299999999,Y,Y,Y,Y,Y,Y,Y
470,공공,경기도,0,37.39550714,126.9736054,Y,Y,Y,Y,Y,Y,Y
471,공공,전라남도,0,34.77331431,127.71675159999998,Y,Y,Y,Y,Y,Y,Y
472,공공,경상북도,0,36.803408000000005,128.6330261,Y,Y,Y,Y,Y,N,Y
473,공공,경기도,0,37.25286598,127.14588559999999,Y,Y,Y,Y,Y,Y,Y
474,공공,울산광역시,0,35.51926466,129.34404469999998,Y,Y,Y,Y,Y,Y,Y
475,민간,경기도,0,37.53694609,127.2087947,Y,Y,Y,N,Y,Y,Y
476,민간,경기도,0,37.54327996,127.22023700000001,Y,Y,Y,N,Y,Y,Y
477,민간,경기도,0,37.54076052,127.20825570000001,Y,Y,Y,N,Y,Y,Y
478,민간,경기도,0,37.541546399999994,127.2084973,Y,Y,Y,N,Y,Y,Y
479,민간,경기도,0,37.55251608,127.20944409999998,Y,Y,Y,N,Y,Y,Y
480,민간,경기도,0,37.52806365,127.17272120000001,Y,Y,Y,N,Y,Y,Y
481,민간,경기도,0,37.52869332,127.17225359999999,Y,Y,Y,N,Y,Y,Y
482,민간,경기도,0,37.52850170000001,127.165622,Y,Y,Y,N,Y,Y,Y
483,민간,강원특별자치도,0,37.54088458,129.1102974,Y,Y,Y,N,Y,Y,N
484,민간,강원특별자치도,0,37.48428277,129.06391770000002,Y,Y,Y,N,Y,Y,N
485,민간,서울특별시,0,37.61900103,127.02884569999999,N,Y,N,N,N,Y,Y
486,민간,경상북도,0,35.98991812,129.3525785,Y,Y,N,N,Y,Y,Y
487,민간,경상북도,0,35.99380115,129.4034993,N,Y,N,Y,N,Y,Y
488,민간,경상북도,0,36.3508598652,129.379569,N,Y,N,Y,N,N,Y
489,민간,경상북도,0,36.5336416604,129.40438799999998,N,Y,N,N,N,N,N
490,민간,경상북도,0,36.420801000000004,129.3744319185,Y,Y,N,N,N,N,Y
491,민간,경상북도,0,36.4204351567,129.3735761101,N,Y,N,Y,N,N,Y
492,민간,강원특별자치도,0,37.4943122,129.1120156,Y,Y,Y,N,Y,Y,N
493,민간,강원특별자치도,0,37.49292991,129.1240565,Y,Y,Y,N,Y,Y,N
494,민간,강원특별자치도,0,37.50484179,129.1259629,Y,Y,Y,N,Y,Y,N
495,민간,전라남도,1,35.28132885,126.48587649999999,N,Y,N,N,N,N,N
496,민간,전라남도,1,35.26659144,126.4947088,N,Y,N,N,N,N,N
497,민간,경상남도,1,35.46086044,128.33001570000002,N,Y,N,N,N,Y,N
498,민간,경상남도,1,35.32086066,128.2496293,N,Y,N,N,N,N,Y
499,공공,서울특별시,0,37.6374744752,127.0716369731,Y,Y,Y,Y,Y,Y,Y
500,민간,서울특별시,0,37.62830886,127.0564969,N,Y,N,N,N,Y,Y
501,민간,인천광역시,2,37.48523552,126.6448882,N,Y,N,Y,N,Y,Y
502,민간,인천광역시,3,37.48456097,126.6595316,N,Y,N,Y,N,Y,Y
503,민간,인천광역시,4,37.48850054,126.64894679999999,N,Y,N,Y,N,Y,Y
504,민간,인천광역시,3,37.48096038,126.66322199999999,N,Y,N,Y,N,Y,Y
505,민간,인천광역시,4,37.49027644,126.65016809999999,N,Y,N,Y,N,Y,Y
506,민간,강원특별자치도,1,38.115745,127.713319,N,Y,N,Y,Y,Y,N
507,민간,강원특별자치도,1,38.109489,127.708636,N,Y,N,Y,Y,Y,Y
508,민간,강원특별자치도,1,38.117531,127.700033,N,Y,N,Y,Y,Y,N
509,공공,경상북도,0,35.87194126,129.2238735,Y,Y,Y,Y,Y,Y,Y
510,공공,경기도,0,37.68990973,126.79791170000001,Y,Y,Y,Y,Y,Y,Y
511,공공,광주광역시,0,35.113634600000005,126.87500020000002,Y,Y,Y,Y,Y,Y,Y
512,공공,서울특별시,0,37.49284945,126.8333562,Y,Y,Y,Y,Y,Y,Y
513,공공,경상북도,0,36.12470089999999,128.3582939,Y,Y,Y,Y,Y,Y,Y
514,공공,전라북도,0,35.96984844,126.6369344,Y,Y,Y,Y,Y,Y,Y
515,공공,경상남도,0,35.21229328,128.8281836,Y,Y,Y,Y,Y,Y,Y
516,공공,경기도,0,37.6769141,127.1962784,Y,Y,Y,Y,Y,Y,Y
517,공공,전라북도,0,35.42581768,127.3964368,Y,Y,Y,Y,Y,N,Y
518,공공,서울특별시,0,37.6374723,127.071625,Y,Y,Y,Y,Y,Y,Y
519,공공,대구광역시,0,35.81281691,128.5170497,Y,Y,Y,Y,Y,Y,Y
520,민간,경기도,4,37.2482551,127.0802822,N,Y,N,N,N,Y,Y
521,민간,경기도,3,37.24506737,126.96047970000001,N,Y,N,N,N,Y,Y
522,민간,경기도,3,37.24313915,126.95944209999999,N,Y,N,N,N,Y,Y
523,민간,경기도,4,37.26808041,127.06262040000001,N,Y,N,N,N,Y,Y
524,민간,경기도,3,37.23426815,126.96927079999999,N,Y,N,N,N,Y,Y
525,민간,경기도,3,37.26697927,127.0610259,N,Y,N,N,N,Y,Y
526,민간,경기도,3,37.25332279,127.0606993,N,Y,N,N,N,Y,Y
527,민간,경기도,4,37.25492235,126.9916128,N,Y,N,N,N,Y,Y
528,민간,경기도,4,37.2541198,127.0604567,N,Y,N,N,N,Y,Y
529,민간,경기도,4,37.29624153,127.0055949,N,Y,N,N,N,Y,Y
530,민간,경기도,3,37.23403504,126.972897,N,Y,N,N,N,Y,Y
531,민간,경기도,3,37.31191181,126.9891997,N,Y,N,N,N,Y,Y
532,민간,경상남도,1,34.9105631,128.66173600000002,N,Y,N,N,N,N,Y
533,민간,경상남도,1,34.90033505,128.5628376,N,Y,N,N,N,N,Y
534,민간,경상북도,4,36.65525031,128.4626046,N,Y,N,Y,N,N,N
535,민간,경상북도,6,36.64568787,128.4353907,N,Y,N,Y,N,N,N
536,민간,경상북도,10,36.63721825,128.472241,N,Y,N,Y,N,N,N
537,민간,경기도,0,37.123546999999995,127.080025,Y,Y,N,Y,N,Y,N
538,민간,경기도,0,37.037693,127.07242,Y,Y,N,Y,N,Y,Y
539,민간,경기도,0,37.046599683000004,126.930471,Y,Y,N,Y,N,Y,Y
540,민간,경기도,0,37.056783,127.122501,Y,Y,N,Y,N,Y,N
541,민간,경기도,0,37.044476,127.063923,Y,Y,N,Y,N,Y,Y
542,민간,경기도,0,37.008107,126.97141699999999,Y,Y,N,Y,N,Y,N
543,민간,경기도,0,36.956858000000004,126.921075,Y,Y,N,Y,N,Y,N
544,민간,경기도,0,36.997615,126.855998,Y,Y,N,Y,N,Y,Y
545,민간,경기도,0,36.99584,126.845506,Y,Y,N,Y,N,Y,Y
546,민간,경기도,0,37.006941999999995,126.979533,Y,Y,N,Y,N,Y,Y
547,민간,경기도,0,37.081779,127.05824799999999,Y,Y,N,Y,N,Y,Y
548,민간,전라북도,1,35.42575972,126.69288829999999,N,Y,N,N,N,N,Y
549,민간,충청북도,3,36.3093958,127.57125659999998,N,Y,N,N,N,Y,Y
550,민간,충청북도,0,36.29193316,127.56706070000001,N,Y,N,N,N,N,N
551,민간,충청북도,3,36.29320278,127.5754639,N,Y,N,N,N,N,N
552,민간,충청북도,2,36.29378663,127.57681480000001,N,Y,N,N,N,N,N
553,민간,충청북도,1,36.29733431,127.55685120000001,N,Y,N,N,N,N,N
554,공공,서울특별시,0,37.46850851,127.1186807,Y,Y,Y,Y,Y,Y,Y
555,공공,강원특별자치도,0,37.74735582,128.88242069999998,Y,Y,Y,Y,Y,Y,Y
556,공공,경상남도,0,35.67152612,127.93067409999999,Y,Y,Y,Y,Y,N,Y
557,민간,인천광역시,0,37.5025735,126.64716990000001,N,Y,N,Y,N,Y,Y
558,민간,인천광역시,0,37.5131595,126.62715490000001,N,Y,N,Y,N,Y,Y
559,민간,인천광역시,0,37.52131318,126.6561706,N,Y,N,Y,N,Y,Y
560,민간,인천광역시,0,37.48296786,126.6791875,N,Y,N,Y,N,Y,Y
561,민간,인천광역시,0,37.73042887,126.48895459999999,N,Y,N,Y,N,Y,Y
562,민간,인천광역시,0,37.72612703,126.48425630000001,N,Y,N,Y,N,Y,Y
563,민간,인천광역시,0,37.7171501,126.4715182,N,Y,N,Y,N,Y,Y
564,민간,인천광역시,0,37.69986214,126.4058657,N,Y,N,Y,N,Y,Y
565,민간,인천광역시,0,37.97424839,124.70666090000002,N,Y,N,Y,N,N,Y
566,민간,인천광역시,0,37.95793409,124.6637351,N,Y,N,Y,N,N,N
567,민간,강원특별자치도,0,38.05811829,128.1629265,Y,Y,N,N,N,N,N
568,민간,강원특별자치도,0,38.0842486,128.18293329999997,Y,Y,N,N,N,N,N
569,민간,강원특별자치도,0,38.05886015,128.1636835,Y,Y,N,N,N,N,N
570,민간,강원특별자치도,0,38.06817264,128.17320959999998,Y,Y,N,N,N,N,N
571,민간,강원특별자치도,0,38.13252347,128.224223,Y,Y,N,N,N,N,N
572,민간,전라북도,1,35.61885518,127.29312809999999,Y,Y,Y,Y,Y,Y,Y
573,민간,전라북도,1,35.635822,127.28342099999999,Y,Y,Y,Y,Y,Y,Y
574,민간,전라북도,3,35.426917100000004,127.3881702,N,Y,N,N,Y,N,Y
575,민간,전라북도,2,35.43406878,127.3789648,N,Y,N,N,Y,N,Y
576,민간,전라북도,1,35.42398871,127.39781699999999,N,Y,N,N,Y,N,Y
577,민간,전라북도,2,35.39670462,127.38142040000001,N,Y,N,N,Y,N,Y
578,민간,전라북도,1,35.47935557,127.5916072,N,Y,N,N,Y,N,Y
579,민간,경기도,1,37.6827513,127.4897574,N,Y,N,Y,N,N,N
580,민간,경기도,1,37.8044599,127.4869807,N,Y,N,Y,N,N,Y
581,민간,경기도,1,37.8134375,127.35017250000001,N,Y,N,Y,N,N,N
582,민간,경기도,2,37.83139179999999,127.29509840000001,N,Y,N,Y,N,Y,N
583,민간,경기도,1,37.6779575,127.4811326,N,Y,N,Y,N,N,N
584,민간,경기도,2,37.7488526,127.4324864,N,Y,N,Y,N,Y,Y
585,민간,경기도,1,37.8276752819,127.51509583299999,N,Y,N,Y,N,N,Y
586,민간,강원특별자치도,2,37.178670399999994,128.47417109999998,Y,Y,N,Y,N,Y,Y
587,민간,강원특별자치도,3,37.1840232,128.482622,N,Y,N,N,N,N,Y
588,민간,경기도,0,38.01439446,127.0706173,N,Y,N,N,N,N,N
589,민간,경기도,0,38.02032032,127.0661035,N,Y,N,N,N,N,N
590,민간,경기도,0,38.0909805,127.0737172,N,Y,N,N,N,N,N
591,민간,경기도,0,38.01952558,127.07386890000001,N,Y,N,N,N,N,N
592,민간,경기도,0,38.09750954,127.07800890000001,N,Y,N,N,N,N,N
593,민간,경기도,0,38.05229026,127.06825690000001,N,Y,N,N,N,N,N
594,민간,경기도,0,38.05812022,127.02047730000001,N,Y,N,N,N,N,N
595,민간,경기도,0,37.31544247,126.7967649,Y,Y,Y,Y,Y,Y,Y
596,민간,경기도,0,37.34305616,126.8012585,Y,Y,Y,Y,Y,Y,Y
597,민간,경기도,0,37.29286129,126.8767499977,Y,Y,Y,Y,Y,Y,Y
598,민간,경기도,0,37.28078001,126.8447237,Y,Y,Y,Y,Y,Y,Y
599,민간,경기도,0,37.28764647,126.887124,Y,Y,Y,Y,Y,Y,Y
600,민간,경기도,0,37.34385707,126.80053410000001,Y,Y,Y,Y,Y,Y,Y
601,민간,경기도,0,37.33710811,126.84958400000001,Y,Y,Y,Y,Y,Y,Y
602,민간,경기도,0,37.28139855,126.8449195,Y,Y,Y,Y,Y,Y,Y
603,민간,경기도,0,37.27938465,126.84868700000001,Y,Y,Y,Y,Y,Y,Y
604,민간,경기도,0,37.33747019,126.8500235,Y,Y,Y,Y,Y,Y,Y
605,민간,경기도,0,37.32230695,126.73249240000001,Y,Y,Y,Y,Y,Y,Y
606,민간,경기도,0,37.27922209,126.84685590000001,Y,Y,Y,Y,Y,Y,Y
607,민간,경기도,0,37.2983505,126.7611187,Y,Y,Y,Y,Y,Y,Y
608,민간,경기도,0,37.25878783,126.58492179999999,Y,Y,Y,Y,Y,Y,Y
609,민간,경기도,0,37.50159181,127.47435829999999,N,Y,N,N,N,Y,Y
610,민간,경기도,0,37.54238327,127.3185797,Y,Y,N,Y,Y,Y,Y
611,민간,경기도,0,37.50116192,127.47763059999998,N,Y,N,N,N,N,N
612,민간,경기도,0,37.4958292,127.5030649,N,Y,N,Y,N,N,Y
613,민간,경기도,0,37.47965724,127.504971,N,Y,N,N,Y,N,Y
614,민간,경기도,0,37.50899281,127.6193923,Y,Y,Y,N,N,N,N
615,민간,경기도,0,37.49896637,127.508896,N,Y,N,N,N,N,Y
616,민간,경기도,0,37.48545625,127.6105682,Y,Y,Y,N,N,N,N
617,민간,경기도,0,37.49978331,127.6327565,Y,Y,N,N,N,N,N
618,민간,경기도,0,37.52219018,127.6636064,Y,Y,N,N,N,Y,Y
619,민간,경상남도,5,34.9491927838,128.0775809506,N,Y,N,Y,Y,Y,Y
620,민간,경상남도,3,35.0530193574,127.9591903882,N,Y,N,Y,Y,N,Y
621,민간,경상남도,4,34.9760859669,128.0599176154,N,Y,N,Y,Y,N,N
622,민간,경상남도,4,34.955481426,128.075702,N,Y,N,Y,Y,N,N
623,민간,경상남도,3,35.060739051,128.0796365589,N,Y,N,Y,Y,N,Y
624,민간,경상남도,3,34.9308016486,128.09314633559998,N,Y,N,Y,Y,N,Y
625,민간,경상남도,3,35.094272,128.089013,N,Y,N,Y,Y,Y,Y
626,민간,경상남도,3,34.9390214665,128.0927965698,N,Y,N,Y,Y,Y,N
627,민간,경상남도,4,35.087553,128.10328700000002,N,Y,N,Y,Y,N,Y
628,민간,경상남도,3,35.062328945,128.07456399999998,N,Y,N,Y,Y,N,Y
629,민간,경상남도,3,35.081136672,128.07710481,N,Y,N,Y,Y,Y,N
630,민간,경상남도,3,35.0875980533,128.10412699879998,N,Y,N,Y,Y,Y,N
631,민간,경기도,3,37.85274009,126.9607398,N,Y,N,N,Y,Y,Y
632,민간,경기도,3,37.83364152,127.05339509999999,N,Y,N,N,Y,Y,Y
633,민간,경기도,2,37.81075111,126.99326809999998,N,Y,N,N,Y,Y,N
634,민간,경기도,2,37.71501868,126.93556629999999,N,Y,N,N,Y,Y,Y
635,민간,경기도,3,37.79933633,126.98049309999999,N,Y,N,N,Y,Y,Y
636,민간,경기도,2,37.86195532,127.02492360000001,N,Y,N,N,Y,Y,Y
637,민간,경기도,3,37.81760731,127.10384750000001,N,Y,N,N,Y,Y,Y
638,민간,경기도,3,37.8531523,127.06134490000001,N,Y,N,N,Y,Y,N
639,민간,경기도,3,37.84215397,126.966844,N,Y,N,N,Y,Y,Y
